Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Synallaxis candei,White-whiskered Spinetail,0.1594,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1090.wav
3.0,6.0,Microrhopias quixensis,Dot-winged Antwren,0.2893,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1090.wav
