Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Microrhopias quixensis,Dot-winged Antwren,0.3155,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1089.wav
3.0,6.0,Synallaxis candei,White-whiskered Spinetail,0.2108,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1089.wav
3.0,6.0,Hafferia immaculata,Blue-lored Antbird,0.1911,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1089.wav
