Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Inezia tenuirostris,Slender-billed Tyrannulet,0.2597,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_357.wav
3.0,6.0,Synallaxis candei,White-whiskered Spinetail,0.1297,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_357.wav
