Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Tapera naevia,Striped Cuckoo,0.1795,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1912.wav
3.0,6.0,Hafferia immaculata,Blue-lored Antbird,0.1397,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1912.wav
