Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Campylorhynchus zonatus,Band-backed Wren,0.1474,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_76.wav
3.0,6.0,Tapera naevia,Striped Cuckoo,0.8168,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_76.wav
