Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Synallaxis candei,White-whiskered Spinetail,0.1518,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_2577.wav
3.0,6.0,Synallaxis cinnamomea,Stripe-breasted Spinetail,0.1059,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_2577.wav
