Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Myrmeciza longipes,White-bellied Antbird,0.6984,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_842.wav
0.0,3.0,Furnarius leucopus,Pale-legged Hornero,0.1141,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_842.wav
