Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Tapera naevia,Striped Cuckoo,0.2811,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1886.wav
0.0,3.0,Forpus conspicillatus,Spectacled Parrotlet,0.2157,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1886.wav
