Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Tapera naevia,Striped Cuckoo,0.4115,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1202.wav
3.0,6.0,Synallaxis candei,White-whiskered Spinetail,0.2772,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1202.wav
