Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Inezia tenuirostris,Slender-billed Tyrannulet,0.6439,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_340.wav
0.0,3.0,Ochthoeca frontalis,Crowned Chat-Tyrant,0.1400,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_340.wav
