Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Trogon collaris,Collared Trogon,0.1496,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_946.wav
3.0,6.0,Hafferia immaculata,Blue-lored Antbird,0.1074,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_946.wav
