Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Inezia tenuirostris,Slender-billed Tyrannulet,0.9533,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_355.wav
3.0,6.0,Inezia tenuirostris,Slender-billed Tyrannulet,0.3876,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_355.wav
