Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Myrmeciza longipes,White-bellied Antbird,0.5605,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1948.wav
0.0,3.0,Furnarius leucopus,Pale-legged Hornero,0.1187,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1948.wav
3.0,6.0,Cercomacroides tyrannina,Dusky Antbird,0.1568,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1948.wav
