Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Microrhopias quixensis,Dot-winged Antwren,0.2529,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1103.wav
