Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Sakesphorus canadensis,Black-crested Antshrike,0.2296,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_36.wav
3.0,6.0,Dysithamnus mentalis,Plain Antvireo,0.1471,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_36.wav
