Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Campylorhynchus griseus,Bicolored Wren,0.9076,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_327.wav
3.0,6.0,Campylorhynchus griseus,Bicolored Wren,0.8597,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_327.wav
