Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Buteo swainsoni,Swainson's Hawk,0.2168,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_105.wav
3.0,6.0,Tapera naevia,Striped Cuckoo,0.5185,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_105.wav
