Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Tapera naevia,Striped Cuckoo,0.4596,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1884.wav
0.0,3.0,Forpus conspicillatus,Spectacled Parrotlet,0.3519,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1884.wav
