Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Furnarius leucopus,Pale-legged Hornero,0.2403,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_975.wav
3.0,6.0,Furnarius leucopus,Pale-legged Hornero,0.2809,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_975.wav
