Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Tringa melanoleuca,Greater Yellowlegs,0.1516,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_1938.wav
