Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Campylorhamphus trochilirostris,Red-billed Scythebill,0.1118,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_111.wav
3.0,6.0,Myrmeciza longipes,White-bellied Antbird,0.6399,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_111.wav
3.0,6.0,Furnarius leucopus,Pale-legged Hornero,0.1325,C:\Users\JOINER PEREZ\Desktop\kal\con ia\mejorados\fragmento_111.wav
