Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Schiffornis stenorhyncha,Russet-winged Schiffornis,0.1032,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos seleccionados\fragmento_26.wav
