Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Schiffornis stenorhyncha,Russet-winged Schiffornis,0.1009,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos seleccionados\fragmento_580.wav
