Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Synallaxis candei,White-whiskered Spinetail,0.6639,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1099.wav
0.0,3.0,Mionectes oleagineus,Ochre-bellied Flycatcher,0.1540,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1099.wav
3.0,6.0,Synallaxis candei,White-whiskered Spinetail,0.3154,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1099.wav
