Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Tinamus major,Great Tinamou,0.2302,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1389.wav
3.0,6.0,Tinamus major,Great Tinamou,0.1443,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1389.wav
