Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Synallaxis candei,White-whiskered Spinetail,0.1199,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1079.wav
0.0,3.0,Pachyramphus polychopterus,White-winged Becard,0.1150,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1079.wav
3.0,6.0,Synallaxis candei,White-whiskered Spinetail,0.1017,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1079.wav
