Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Leptotila verreauxi,White-tipped Dove,0.1984,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1785.wav
0.0,3.0,Columbina passerina,Common Ground Dove,0.1182,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1785.wav
