Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Synallaxis candei,White-whiskered Spinetail,0.5663,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_780.wav
0.0,3.0,Sternula superciliaris,Yellow-billed Tern,0.3122,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_780.wav
3.0,6.0,Synallaxis candei,White-whiskered Spinetail,0.9741,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_780.wav
