Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Columbina squammata,Scaled Dove,0.3528,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_148.wav
0.0,3.0,Synallaxis candei,White-whiskered Spinetail,0.1175,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_148.wav
