Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Patagioenas cayennensis,Pale-vented Pigeon,0.1386,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1138.wav
3.0,6.0,Schiffornis stenorhyncha,Russet-winged Schiffornis,0.1154,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_1138.wav
