Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Colinus cristatus,Crested Bobwhite,0.1727,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_155.wav
