Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Ibycter americanus,Red-throated Caracara,0.1058,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_2854.wav
0.0,3.0,Ara macao,Scarlet Macaw,0.1037,C:\Users\JOINER PEREZ\Desktop\kal\con ia\fragmentos\fragmento_2854.wav
