Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Furnarius leucopus,Pale-legged Hornero,0.7861,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_194.wav
3.0,6.0,Myrmeciza longipes,White-bellied Antbird,0.5724,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_194.wav
