Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Inezia tenuirostris,Slender-billed Tyrannulet,0.3703,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_803.wav
