Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Furnarius leucopus,Pale-legged Hornero,0.6796,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_213.wav
0.0,3.0,Myrmeciza longipes,White-bellied Antbird,0.3470,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_213.wav
3.0,6.0,Furnarius leucopus,Pale-legged Hornero,0.6246,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_213.wav
