Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Forpus passerinus,Green-rumped Parrotlet,0.2968,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_108.wav
0.0,3.0,Forpus conspicillatus,Spectacled Parrotlet,0.1019,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_108.wav
