Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Campylorhynchus griseus,Bicolored Wren,0.7275,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_96.wav
3.0,6.0,Tapera naevia,Striped Cuckoo,0.1915,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_96.wav
