Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Forpus conspicillatus,Spectacled Parrotlet,0.2828,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_62.wav
