Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Tapera naevia,Striped Cuckoo,0.3884,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_93.wav
3.0,6.0,Campylorhynchus griseus,Bicolored Wren,0.2422,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_93.wav
3.0,6.0,Tapera naevia,Striped Cuckoo,0.1272,C:\Users\JOINER PEREZ\Desktop\kal\con ia\ultima carpeta\fragmento_93.wav
